"subject","section","sessionTitle","date","presentCount","totalCount","pct"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-014","Syllogisms 1 Daily Practice","2026-07-01","34","60","56.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-014","Syllogisms 1","2026-06-29","39","60","65"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-014","Syllogisms 1","2026-06-27","26","60","43.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-014","Venn Diagrams Daily Practice","2026-06-27","29","60","48.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-014","Venn Diagrams","2026-06-25","41","60","68.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-014","Venn Diagrams","2026-06-24","39","60","65"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-014","Company Specific MCQs - Blood relations","2026-06-22","41","60","68.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-014","Company Specific MCQs - Data Arrangements","2026-06-22","41","60","68.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-014","Company Specific Session - Arrangements & Blood relations","2026-06-22","4","60","6.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-014","Blood Relations 2 Daily Practice","2026-06-20","34","60","56.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-014","Blood Relations 1 Daily Practice","2026-06-18","46","60","76.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-014","Blood Relations 2","2026-06-18","46","60","76.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-014","Blood Relations 1","2026-06-17","37","60","61.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-014","Circular Arrangements Daily Practice","2026-06-17","35","60","58.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-014","Circular Arrangements","2026-06-16","25","60","41.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-014","Circular Arrangements Daily Practice","2026-06-16","27","60","45"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-014","Linear Arrangements","2026-06-13","9","60","15"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-014","Linear Arrangements Daily Practice","2026-06-13","8","60","13.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-014","Introduction","2026-06-12","6","60","10"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Visual Reasoning Daily Practice","2026-08-04","49","60","81.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Visual Reasoning","2026-08-01","48","60","80"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Counting Figures Daily Practice","2026-07-31","52","60","86.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Counting Figures","2026-07-29","49","60","81.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Company Specific MCQs - Data Sufficiency","2026-07-28","50","60","83.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Company Specific MCQs - Puzzles","2026-07-27","49","60","81.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Company Specific Session - Puzzles & Data Sufficiency","2026-07-27","54","60","90"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Data Sufficiency","2026-07-23","52","60","86.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Data Sufficiency Daily Practice","2026-07-23","53","60","88.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Puzzles Daily Practice","2026-07-22","51","60","85"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Puzzles","2026-07-21","51","60","85"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Puzzles","2026-07-20","46","60","76.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Company Specific MCQs - Cubes","2026-07-18","32","60","53.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Company Specific MCQs - Syllogisms","2026-07-17","42","60","70"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Company Specific MCQs - Cubes","2026-07-16","46","60","76.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Company Specific MCQs - Syllogisms","2026-07-16","37","60","61.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Quiz - Venn Diagrams and Syllogisms","2026-07-16","47","60","78.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Company Specific MCQs - Venn Diagrams","2026-07-15","51","60","85"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Company Specific Session - Venn Diagrams, Syllogisms, Cubes","2026-07-13","52","60","86.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Quiz - Data Arrangements and Blood relations","2026-07-08","45","60","75"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Cubes","2026-07-07","44","60","73.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Cubes Daily Practice","2026-07-07","41","60","68.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Syllogisms 1 Daily Practice","2026-07-06","49","60","81.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Syllogisms 2","2026-07-06","50","60","83.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Syllogisms 2 Daily Practice","2026-07-06","28","60","46.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Syllogisms 1","2026-07-03","44","60","73.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Syllogisms 1","2026-07-02","50","60","83.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Venn Diagrams","2026-06-25","37","60","61.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Venn Diagrams Daily Practice","2026-06-25","51","60","85"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Venn Diagrams","2026-06-24","48","60","80"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Company Specific MCQs - Blood relations","2026-06-23","46","60","76.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Company Specific MCQs - Data Arrangements","2026-06-23","46","60","76.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Blood Relations 2 Daily Practice","2026-06-22","51","60","85"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Company Specific Session - Arrangements & Blood relations","2026-06-20","43","60","71.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Blood Relations 2","2026-06-19","46","60","76.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Blood Relations 2 Daily Practice","2026-06-19","47","60","78.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Circular Arrangements Daily Practice","2026-06-17","17","60","28.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Blood Relations 1","2026-06-16","10","60","16.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Linear Arrangements","2026-06-13","7","60","11.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Linear Arrangements Daily Practice","2026-06-13","7","60","11.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-015","Introduction","2026-06-11","0","60","0"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Visual Reasoning Daily Practice","2026-08-01","30","76","39.5"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Counting Figures Daily Practice","2026-07-30","58","76","76.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Visual Reasoning","2026-07-30","57","76","75"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Counting Figures","2026-07-29","55","76","72.4"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Company Specific MCQs - Data Sufficiency","2026-07-28","54","76","71.1"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Company Specific MCQs - Puzzles","2026-07-27","60","76","78.9"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Company Specific Session - Puzzles & Data Sufficiency","2026-07-23","54","76","71.1"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Data Sufficiency Daily Practice","2026-07-21","62","76","81.6"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Data Sufficiency","2026-07-20","48","76","63.2"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Puzzles","2026-07-18","51","76","67.1"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Puzzles Daily Practice","2026-07-18","37","76","48.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Puzzles","2026-07-17","55","76","72.4"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Quiz - Venn Diagrams and Syllogisms","2026-07-16","58","76","76.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Company Specific MCQs - Cubes","2026-07-15","62","76","81.6"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Company Specific MCQs - Syllogisms","2026-07-14","57","76","75"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Company Specific MCQs - Venn Diagrams","2026-07-13","63","76","82.9"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Company Specific Session - Venn Diagrams, Syllogisms, Cubes","2026-07-11","33","76","43.4"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Cubes","2026-07-08","69","76","90.8"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Cubes Daily Practice","2026-07-08","59","76","77.6"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Quiz - Data Arrangements and Blood relations","2026-07-08","59","76","77.6"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Cubes","2026-07-06","59","76","77.6"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Syllogisms 2 Daily Practice","2026-07-03","54","76","71.1"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Syllogisms 1 Daily Practice","2026-07-02","57","76","75"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Syllogisms 2","2026-06-29","120","152","78.9"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Syllogisms 1","2026-06-27","44","76","57.9"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Venn Diagrams Daily Practice","2026-06-25","43","76","56.6"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Venn Diagrams","2026-06-24","55","76","72.4"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Venn Diagrams Daily Practice","2026-06-24","54","76","71.1"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Company Specific MCQs - Data Arrangements","2026-06-23","38","76","50"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Company Specific Session - Arrangements & Blood relations","2026-06-23","35","76","46.1"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Company Specific MCQs - Blood relations","2026-06-22","6","76","7.9"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Company Specific MCQs - Data Arrangements","2026-06-22","6","76","7.9"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Company Specific Session - Arrangements & Blood relations","2026-06-22","39","76","51.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Blood Relations 2 Daily Practice","2026-06-20","39","76","51.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Blood Relations 2","2026-06-19","37","76","48.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Blood Relations 1","2026-06-18","20","76","26.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Blood Relations 1 Daily Practice","2026-06-18","20","76","26.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Circular Arrangements","2026-06-17","6","76","7.9"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Blood Relations 1","2026-06-16","4","76","5.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Circular Arrangements Daily Practice","2026-06-16","4","76","5.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Linear Arrangements Daily Practice","2026-06-13","8","76","10.5"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Linear Arrangements","2026-06-12","8","76","10.5"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-016","Introduction","2026-06-11","0","76","0"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Visual Reasoning Daily Practice","2026-07-31","40","60","66.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Visual Reasoning","2026-07-30","45","60","75"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Counting Figures Daily Practice","2026-07-29","33","60","55"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Counting Figures","2026-07-28","43","60","71.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Company Specific MCQs - Data Sufficiency","2026-07-27","46","60","76.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Company Specific MCQs - Puzzles","2026-07-23","45","60","75"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Company Specific Session - Puzzles & Data Sufficiency","2026-07-22","47","60","78.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Data Sufficiency Daily Practice","2026-07-21","48","60","80"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Data Sufficiency","2026-07-20","23","60","38.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Puzzles Daily Practice","2026-07-17","42","60","70"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Puzzles","2026-07-16","42","60","70"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Quiz - Venn Diagrams and Syllogisms","2026-07-16","49","60","81.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Puzzles","2026-07-15","46","60","76.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Company Specific MCQs - Syllogisms","2026-07-14","43","60","71.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Company Specific MCQs - Cubes","2026-07-13","35","60","58.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Company Specific MCQs - Venn Diagrams","2026-07-13","46","60","76.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Company Specific Session - Venn Diagrams, Syllogisms, Cubes","2026-07-11","34","60","56.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Quiz - Data Arrangements and Blood relations","2026-07-08","34","60","56.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Cubes","2026-07-07","45","60","75"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Cubes","2026-07-06","33","60","55"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Cubes Daily Practice","2026-07-06","19","60","31.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Syllogisms 1 Daily Practice","2026-07-03","40","60","66.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Syllogisms 2 Daily Practice","2026-07-03","36","60","60"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Syllogisms 2","2026-06-29","39","60","65"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Syllogisms 1","2026-06-27","30","60","50"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Venn Diagrams Daily Practice","2026-06-25","47","60","78.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Venn Diagrams","2026-06-24","28","60","46.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Blood Relations 2 Daily Practice","2026-06-23","39","60","65"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Company Specific MCQs - Blood relations","2026-06-23","30","60","50"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Company Specific MCQs - Data Arrangements","2026-06-23","10","60","16.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Company Specific Session - Arrangements & Blood relations","2026-06-23","33","60","55"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Blood Relations 2 Daily Practice","2026-06-22","9","60","15"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Company Specific MCQs - Blood relations","2026-06-22","8","60","13.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Company Specific Session - Arrangements & Blood relations","2026-06-22","9","60","15"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Blood Relations 1 Daily Practice","2026-06-18","11","60","18.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Blood Relations 2","2026-06-18","11","60","18.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Circular Arrangements","2026-06-17","5","60","8.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Blood Relations 1","2026-06-16","2","60","3.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Circular Arrangements Daily Practice","2026-06-16","2","60","3.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Circular Arrangements Daily Practice","2026-06-15","0","60","0"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Linear Arrangements Daily Practice","2026-06-13","0","60","0"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Linear Arrangements","2026-06-12","0","60","0"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Linear Arrangements Daily Practice","2026-06-12","0","60","0"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-017","Introduction","2026-06-11","0","60","0"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Visual Reasoning","2026-08-03","37","60","61.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Visual Reasoning Daily Practice","2026-08-03","40","60","66.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Visual Reasoning Daily Practice","2026-08-01","34","60","56.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Visual Reasoning","2026-07-31","33","60","55"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Counting Figures Daily Practice","2026-07-29","38","60","63.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Counting Figures","2026-07-28","47","60","78.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Company Specific MCQs - Data Sufficiency","2026-07-27","37","60","61.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Company Specific MCQs - Puzzles","2026-07-23","48","60","80"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Company Specific Session - Puzzles & Data Sufficiency","2026-07-22","34","60","56.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Data Sufficiency Daily Practice","2026-07-22","47","60","78.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Data Sufficiency","2026-07-21","44","60","73.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Puzzles Daily Practice","2026-07-18","35","60","58.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Puzzles","2026-07-17","47","60","78.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Company Specific MCQs - Cubes","2026-07-16","49","60","81.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Quiz - Venn Diagrams and Syllogisms","2026-07-16","42","60","70"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Company Specific MCQs - Syllogisms","2026-07-15","47","60","78.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Company Specific MCQs - Venn Diagrams","2026-07-14","47","60","78.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Company Specific Session - Venn Diagrams, Syllogisms, Cubes","2026-07-11","32","60","53.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Cubes Daily Practice","2026-07-09","48","60","80"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Cubes","2026-07-08","41","60","68.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Quiz - Data Arrangements and Blood relations","2026-07-08","38","60","63.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Cubes","2026-07-07","31","60","51.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Syllogisms 2 Daily Practice","2026-07-02","39","60","65"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Syllogisms 1 Daily Practice","2026-07-01","0","60","0"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Syllogisms 2","2026-07-01","22","60","36.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Venn Diagrams Daily Practice","2026-06-29","28","60","46.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Syllogisms 1","2026-06-27","17","60","28.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Company Specific MCQs - Blood relations","2026-06-25","20","60","33.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Company Specific MCQs - Data Arrangements","2026-06-25","18","60","30"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Venn Diagrams","2026-06-25","14","60","23.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Blood Relations 2 Daily Practice","2026-06-20","5","60","8.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Company Specific Session - Arrangements & Blood relations","2026-06-19","3","60","5"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Blood Relations 1 Daily Practice","2026-06-18","4","60","6.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Blood Relations 2","2026-06-18","4","60","6.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Circular Arrangements","2026-06-17","2","60","3.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Blood Relations 1","2026-06-16","3","60","5"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Circular Arrangements","2026-06-15","3","60","5"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Circular Arrangements Daily Practice","2026-06-15","1","60","1.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Linear Arrangements","2026-06-13","1","60","1.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Linear Arrangements Daily Practice","2026-06-13","1","60","1.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-018","Introduction","2026-06-11","1","60","1.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Visual Reasoning Daily Practice","2026-08-03","24","39","61.5"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Visual Reasoning","2026-08-01","16","39","41"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Counting Figures","2026-07-29","25","39","64.1"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Company Specific MCQs - Data Sufficiency","2026-07-28","25","39","64.1"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Company Specific MCQs - Puzzles","2026-07-27","12","39","30.8"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Company Specific Session - Puzzles & Data Sufficiency","2026-07-23","21","39","53.8"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Data Sufficiency Daily Practice","2026-07-21","20","39","51.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Data Sufficiency","2026-07-20","21","39","53.8"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Puzzles Daily Practice","2026-07-18","18","39","46.2"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Puzzles","2026-07-17","23","39","59"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Company Specific MCQs - Cubes","2026-07-16","20","39","51.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Quiz - Venn Diagrams and Syllogisms","2026-07-16","16","39","41"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Company Specific MCQs - Syllogisms","2026-07-15","20","39","51.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Company Specific MCQs - Venn Diagrams","2026-07-14","13","39","33.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Company Specific Session - Venn Diagrams, Syllogisms, Cubes","2026-07-13","16","39","41"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Cubes Daily Practice","2026-07-09","11","39","28.2"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Quiz - Data Arrangements and Blood relations","2026-07-08","6","39","15.4"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Cubes","2026-07-06","2","39","5.1"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Syllogisms 2 Daily Practice","2026-07-06","2","39","5.1"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Syllogisms 2","2026-07-02","1","39","2.6"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Syllogisms 2","2026-06-29","0","39","0"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Syllogisms 1","2026-06-25","0","39","0"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Venn Diagrams","2026-06-24","0","39","0"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Venn Diagrams Daily Practice","2026-06-24","0","39","0"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Blood Relations 2 Daily Practice","2026-06-23","0","39","0"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Blood Relations 2 Daily Practice","2026-06-22","2","39","5.1"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Blood Relations 2 Daily Practice","2026-06-20","1","39","2.6"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Company Specific Session - Arrangements & Blood relations","2026-06-20","1","39","2.6"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Blood Relations 1 Daily Practice","2026-06-19","0","39","0"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Blood Relations 2","2026-06-19","0","39","0"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Blood Relations 1","2026-06-17","1","39","2.6"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Circular Arrangements","2026-06-16","0","39","0"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Circular Arrangements Daily Practice","2026-06-16","0","39","0"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Linear Arrangements","2026-06-13","0","39","0"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Linear Arrangements Daily Practice","2026-06-13","0","39","0"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-019","Introduction","2026-06-12","2","39","5.1"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Visual Reasoning Daily Practice","2026-08-01","29","47","61.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Visual Reasoning","2026-07-31","28","47","59.6"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Counting Figures Daily Practice","2026-07-29","25","47","53.2"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Counting Figures","2026-07-28","33","47","70.2"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Company Specific MCQs - Data Sufficiency","2026-07-27","33","47","70.2"
