"subject","section","sessionTitle","date","presentCount","totalCount","pct"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Implement Min Stack","2026-08-18","68","80","85"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","MCQ Practice","2026-08-08","22","80","27.5"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","MCQ Practice | Longest Subarray with Sum K","2026-08-08","43","80","53.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Infix, Prefix, and Postfix Notations","2026-08-04","71","80","88.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","MCQ Practice","2026-08-04","69","80","86.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Infix, Prefix, and Postfix Notations","2026-08-03","67","80","83.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","MCQ Practice","2026-08-03","65","80","81.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Introduction to Monotonic Stacks","2026-08-01","54","80","67.5"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Introduction to Monotonic Stacks","2026-07-31","57","80","71.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Introduction to Monotonic Stacks","2026-07-30","69","80","86.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","MCQ Practice","2026-07-30","62","80","77.5"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Module Quiz-2","2026-07-30","57","80","71.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Stack Implementation Using Linked List","2026-07-29","61","80","76.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Stack Implementation Using Array","2026-07-28","60","80","75"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Introduction of Stack","2026-07-27","65","80","81.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","MCQ Practice","2026-07-23","79","80","98.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Flatten a Linked List","2026-07-22","63","80","78.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","MCQ Practice","2026-07-22","71","80","88.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Intersection Of Two Linked Lists","2026-07-21","80","80","100"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","MCQ Practice","2026-07-21","63","80","78.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","MCQ Practice","2026-07-20","60","80","75"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Merge Two Sorted Linked List","2026-07-20","53","80","66.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Adding Two Numbers","2026-07-18","46","80","57.5"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","MCQ Practice","2026-07-18","64","80","80"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Length of Cycle In Linked List","2026-07-17","71","80","88.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","MCQ Practice","2026-07-17","71","80","88.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Cycle Detection In Linked List","2026-07-16","69","80","86.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","MCQ Practice","2026-07-16","62","80","77.5"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","MCQ Practice","2026-07-15","73","80","91.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Reversing a Linked List","2026-07-15","71","80","88.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","MCQ Practice","2026-07-14","50","80","62.5"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","MCQ Practice | Two Sum","2026-07-14","68","80","85"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Circular Linked List","2026-07-13","69","80","86.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","MCQ Practice","2026-07-11","48","80","60"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Circular Linked List","2026-07-09","65","80","81.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","MCQ Practice","2026-07-09","67","160","41.9"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Circular Linked List","2026-07-08","61","80","76.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","MCQ Practice","2026-07-08","43","80","53.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Deletion in Doubly Linked List","2026-07-07","64","80","80"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","MCQ Practice","2026-07-07","66","80","82.5"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Module Quiz-1","2026-07-07","59","80","73.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Deletion in Doubly Linked List","2026-07-06","62","80","77.5"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","MCQ Practice","2026-07-06","63","80","78.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Insertion in Doubly Linked List","2026-07-03","60","80","75"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","MCQ Practice","2026-07-03","59","80","73.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","MCQ Practice","2026-07-01","44","80","55"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Insertion in Doubly Linked List","2026-06-29","53","80","66.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","MCQ Practice","2026-06-29","54","80","67.5"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Introduction to Doubly Linked List","2026-06-27","41","80","51.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Deletion in Linked List","2026-06-25","56","80","70"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","MCQ Practice","2026-06-25","62","80","77.5"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Deletion in Linked List","2026-06-24","63","80","78.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","MCQ Practice","2026-06-24","64","80","80"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Insertion in Linked List","2026-06-23","54","80","67.5"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Insertion in Linked List","2026-06-22","47","80","58.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Introduction to Linked List","2026-06-20","54","80","67.5"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Introduction to Linked List","2026-06-19","59","80","73.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Two Sum","2026-06-18","51","80","63.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Largest Subarray Sum","2026-06-17","43","80","53.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Longest Subarray with Sum K","2026-06-16","30","80","37.5"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Longest Subarray with Sum K","2026-06-15","28","80","35"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","MCQ Practice | Largest Subarray Sum","2026-06-15","24","80","30"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","MCQ Practice | Longest Subarray with Sum K","2026-06-13","22","80","27.5"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Sliding Window, Two-Pointer Technique","2026-06-13","22","80","27.5"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Prefix Sum","2026-06-12","18","80","22.5"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","Hashing","2026-06-11","3","80","3.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-003","MCQ Practice","2026-06-11","3","80","3.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice","2026-08-22","0","94","0"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Asteroid Collision","2026-08-20","79","94","84"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice","2026-08-20","79","94","84"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Balanced Parenthesis","2026-08-19","76","94","80.9"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice","2026-08-19","58","94","61.7"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Implement Min Stack","2026-08-18","85","94","90.4"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Balanced Parenthesis","2026-08-13","90","94","95.7"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Implement Min Stack","2026-08-08","53","94","56.4"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice","2026-08-08","38","94","40.4"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Infix, Prefix, and Postfix Notations","2026-08-04","81","94","86.2"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Infix, Prefix, and Postfix Notations","2026-08-03","84","94","89.4"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Introduction to Monotonic Stacks","2026-08-01","86","94","91.5"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice","2026-08-01","90","94","95.7"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Introduction to Monotonic Stacks","2026-07-31","89","94","94.7"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice","2026-07-31","78","94","83"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice","2026-07-30","69","94","73.4"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Module Quiz-2","2026-07-30","83","94","88.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Stack Implementation Using Linked List","2026-07-30","83","94","88.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Stack Implementation Using Array","2026-07-29","78","94","83"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Introduction of Stack","2026-07-28","83","94","88.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice","2026-07-28","79","94","84"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Flatten a Linked List","2026-07-27","84","94","89.4"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice","2026-07-27","89","94","94.7"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Intersection Of Two Linked Lists","2026-07-23","85","94","90.4"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice","2026-07-23","88","94","93.6"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice","2026-07-22","80","94","85.1"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Merge Two Sorted Linked List","2026-07-22","87","94","92.6"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice","2026-07-21","165","188","87.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Adding Two Numbers","2026-07-20","87","94","92.6"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice","2026-07-18","86","94","91.5"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Length of Cycle In Linked List","2026-07-17","86","94","91.5"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice","2026-07-17","81","94","86.2"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice","2026-07-16","84","94","89.4"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Cycle Detection In Linked List","2026-07-15","85","94","90.4"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice","2026-07-15","83","94","88.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice","2026-07-14","78","94","83"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Reversing a Linked List","2026-07-14","86","94","91.5"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Circular Linked List","2026-07-13","82","94","87.2"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice","2026-07-13","79","94","84"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Circular Linked List","2026-07-09","87","94","92.6"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice","2026-07-09","94","94","100"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Circular Linked List","2026-07-08","86","94","91.5"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice","2026-07-08","82","94","87.2"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Deletion in Doubly Linked List","2026-07-07","87","94","92.6"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice","2026-07-07","172","188","91.5"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Module Quiz-1","2026-07-07","82","94","87.2"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice","2026-07-06","85","94","90.4"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Insertion in Linked List","2026-07-03","80","94","85.1"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice","2026-07-03","80","94","85.1"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice","2026-07-02","166","188","88.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Insertion in Doubly Linked List","2026-07-01","82","94","87.2"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice","2026-07-01","68","94","72.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Introduction to Doubly Linked List","2026-06-29","80","94","85.1"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice","2026-06-29","77","94","81.9"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Deletion in Linked List","2026-06-27","58","94","61.7"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Deletion in Linked List","2026-06-25","76","94","80.9"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice","2026-06-25","80","94","85.1"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Insertion in Linked List","2026-06-24","82","94","87.2"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice","2026-06-23","94","188","50"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Insertion in Linked List","2026-06-22","83","94","88.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Introduction to Linked List","2026-06-20","66","94","70.2"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice","2026-06-20","67","94","71.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Introduction to Linked List","2026-06-19","62","94","66"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice","2026-06-19","66","94","70.2"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice | Two Sum","2026-06-18","80","94","85.1"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Two Sum","2026-06-18","80","94","85.1"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Largest Subarray Sum","2026-06-17","72","94","76.6"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice | Largest Subarray Sum","2026-06-17","72","94","76.6"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Longest Subarray with Sum K","2026-06-16","72","94","76.6"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice | Largest Subarray Sum","2026-06-16","72","94","76.6"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Longest Subarray with Sum K","2026-06-15","60","94","63.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice | Longest Subarray with Sum K","2026-06-13","37","94","39.4"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Sliding Window, Two-Pointer Technique","2026-06-13","37","94","39.4"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","MCQ Practice","2026-06-12","30","94","31.9"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Prefix Sum","2026-06-12","30","94","31.9"
"Design and Analysis of Algorithms","CDU Batch-1 - S-004","Hashing","2026-06-11","24","94","25.5"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Largest Rectangle In Histogram","2026-08-22","0","94","0"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","MCQ Practice","2026-08-22","52","188","27.7"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Largest Rectangle In Histogram","2026-08-20","75","94","79.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","MCQ Practice","2026-08-20","60","94","63.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Largest Rectangle In Histogram","2026-08-19","58","94","61.7"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","MCQ Practice","2026-08-19","48","94","51.1"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Stack Implementation Using Array","2026-08-18","64","94","68.1"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Asteroid Collision","2026-08-13","75","94","79.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Balanced Parenthesis","2026-08-08","33","94","35.1"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","MCQ Practice","2026-08-08","49","94","52.1"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Implement Min Stack","2026-08-04","81","94","86.2"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","MCQ Practice","2026-08-04","158","188","84"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Infix, Prefix, and Postfix Notations","2026-08-03","73","94","77.7"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","MCQ Practice","2026-08-03","78","94","83"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Introduction to Monotonic Stacks","2026-08-01","63","94","67"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Introduction to Monotonic Stacks","2026-07-31","77","94","81.9"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Introduction to Monotonic Stacks","2026-07-30","75","94","79.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","MCQ Practice","2026-07-30","74","94","78.7"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Module Quiz-2","2026-07-30","72","94","76.6"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","MCQ Practice","2026-07-29","52","94","55.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Stack Implementation Using Linked List","2026-07-29","76","94","80.9"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","MCQ Practice","2026-07-28","85","94","90.4"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Stack Implementation Using Array","2026-07-28","79","94","84"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Introduction of Stack","2026-07-27","73","94","77.7"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","MCQ Practice","2026-07-27","69","94","73.4"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Flatten a Linked List","2026-07-23","77","94","81.9"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","MCQ Practice","2026-07-23","166","188","88.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Intersection Of Two Linked Lists","2026-07-22","76","94","80.9"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","MCQ Practice","2026-07-22","85","94","90.4"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","MCQ Practice","2026-07-21","150","188","79.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Merge Two Sorted Linked List","2026-07-21","71","94","75.5"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Adding Two Numbers","2026-07-20","74","94","78.7"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","MCQ Practice","2026-07-20","151","188","80.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Length of Cycle In Linked List","2026-07-18","44","94","46.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","MCQ Practice","2026-07-18","36","94","38.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","MCQ Practice","2026-07-17","116","188","61.7"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Reversing a Linked List","2026-07-17","60","94","63.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Cycle Detection In Linked List","2026-07-16","84","94","89.4"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","MCQ Practice","2026-07-15","81","94","86.2"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Reversing a Linked List","2026-07-14","76","94","80.9"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Circular Linked List","2026-07-13","76","94","80.9"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","MCQ Practice","2026-07-13","76","94","80.9"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","MCQ Practice","2026-07-11","59","94","62.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Circular Linked List","2026-07-09","75","94","79.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","MCQ Practice","2026-07-09","71","94","75.5"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Deletion in Doubly Linked List","2026-07-08","73","94","77.7"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Deletion in Doubly Linked List","2026-07-07","72","94","76.6"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","MCQ Practice","2026-07-07","77","94","81.9"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Module Quiz-1","2026-07-07","71","94","75.5"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Insertion in Doubly Linked List","2026-07-06","77","94","81.9"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","MCQ Practice","2026-07-06","120","188","63.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Insertion in Doubly Linked List","2026-07-03","81","94","86.2"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","MCQ Practice","2026-07-03","79","94","84"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Introduction to Doubly Linked List","2026-07-02","62","94","66"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","MCQ Practice","2026-07-02","138","188","73.4"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Deletion in Linked List","2026-06-29","73","94","77.7"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","MCQ Practice","2026-06-29","67","94","71.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Deletion in Linked List","2026-06-27","60","94","63.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Insertion in Linked List","2026-06-25","74","94","78.7"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Introduction to Linked List","2026-06-24","65","94","69.1"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","MCQ Practice","2026-06-24","72","94","76.6"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Insertion in Linked List","2026-06-23","79","94","84"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Insertion in Linked List","2026-06-22","77","94","81.9"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Introduction to Linked List","2026-06-20","66","94","70.2"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","MCQ Practice","2026-06-20","70","94","74.5"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","MCQ Practice | Two Sum","2026-06-19","65","94","69.1"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Two Sum","2026-06-19","60","94","63.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Largest Subarray Sum","2026-06-18","56","94","59.6"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Largest Subarray Sum","2026-06-17","66","94","70.2"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","MCQ Practice | Two Sum","2026-06-17","35","94","37.2"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Longest Subarray with Sum K","2026-06-16","65","94","69.1"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","MCQ Practice | Longest Subarray with Sum K","2026-06-16","57","94","60.6"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Longest Subarray with Sum K","2026-06-15","40","94","42.6"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","MCQ Practice | Longest Subarray with Sum K","2026-06-15","45","94","47.9"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Sliding Window, Two-Pointer Technique","2026-06-13","0","94","0"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Prefix Sum","2026-06-12","37","94","39.4"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","Hashing","2026-06-11","17","94","18.1"
"Design and Analysis of Algorithms","CDU Batch-1 - S-005","MCQ Practice","2026-06-11","20","94","21.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-006","MCQ Practice","2026-08-22","32","62","51.6"
"Design and Analysis of Algorithms","CDU Batch-1 - S-006","Largest Rectangle In Histogram","2026-08-20","33","62","53.2"
"Design and Analysis of Algorithms","CDU Batch-1 - S-006","MCQ Practice","2026-08-20","30","62","48.4"
"Design and Analysis of Algorithms","CDU Batch-1 - S-006","Largest Rectangle In Histogram","2026-08-19","43","62","69.4"
"Design and Analysis of Algorithms","CDU Batch-1 - S-006","MCQ Practice","2026-08-19","44","62","71"
"Design and Analysis of Algorithms","CDU Batch-1 - S-006","Asteroid Collision","2026-08-13","58","62","93.5"
"Design and Analysis of Algorithms","CDU Batch-1 - S-006","Balanced Parenthesis","2026-08-08","29","62","46.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-006","MCQ Practice","2026-08-08","35","62","56.5"
"Design and Analysis of Algorithms","CDU Batch-1 - S-006","Implement Min Stack","2026-08-04","49","62","79"
"Design and Analysis of Algorithms","CDU Batch-1 - S-006","MCQ Practice","2026-08-04","51","62","82.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-006","Infix, Prefix, and Postfix Notations","2026-08-03","44","62","71"
"Design and Analysis of Algorithms","CDU Batch-1 - S-006","MCQ Practice","2026-08-03","34","62","54.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-006","Introduction to Monotonic Stacks","2026-08-01","50","62","80.6"
"Design and Analysis of Algorithms","CDU Batch-1 - S-006","MCQ Practice","2026-08-01","102","124","82.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-006","MCQ Practice","2026-07-31","56","62","90.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-006","Stack Implementation Using Linked List","2026-07-31","56","62","90.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-006","Module Quiz-2","2026-07-30","49","62","79"
"Design and Analysis of Algorithms","CDU Batch-1 - S-006","Stack Implementation Using Array","2026-07-30","44","62","71"
"Design and Analysis of Algorithms","CDU Batch-1 - S-006","MCQ Practice","2026-07-29","102","124","82.3"
"Design and Analysis of Algorithms","CDU Batch-1 - S-006","Flatten a Linked List","2026-07-28","47","62","75.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-006","Introduction of Stack","2026-07-27","50","62","80.6"
"Design and Analysis of Algorithms","CDU Batch-1 - S-006","Intersection Of Two Linked Lists","2026-07-23","17","62","27.4"
"Design and Analysis of Algorithms","CDU Batch-1 - S-006","MCQ Practice","2026-07-23","54","62","87.1"
"Design and Analysis of Algorithms","CDU Batch-1 - S-006","MCQ Practice","2026-07-22","162","186","87.1"
"Design and Analysis of Algorithms","CDU Batch-1 - S-006","Merge Two Sorted Linked List","2026-07-21","55","62","88.7"
"Design and Analysis of Algorithms","CDU Batch-1 - S-006","Adding Two Numbers","2026-07-20","31","62","50"
"Design and Analysis of Algorithms","CDU Batch-1 - S-006","MCQ Practice","2026-07-20","88","124","71"
"Design and Analysis of Algorithms","CDU Batch-1 - S-006","Length of Cycle In Linked List","2026-07-18","47","62","75.8"
"Design and Analysis of Algorithms","CDU Batch-1 - S-006","MCQ Practice","2026-07-18","48","62","77.4"
"Design and Analysis of Algorithms","CDU Batch-1 - S-006","MCQ Practice | Largest Subarray Sum","2026-07-18","46","62","74.2"
"Design and Analysis of Algorithms","CDU Batch-1 - S-006","MCQ Practice","2026-07-17","50","62","80.6"
